pl_name,hostname,disc_year,discoverymethod,pl_orbper,sy_dist,pl_rade,pl_eqt,ra,dec
Kepler-883 b,Kepler-883,2016,Transit,12.98495573,627.455,1.53,834.0,286.433726,50.3002266
Kepler-874 b,Kepler-874,2016,Transit,40.0686713,1082.16,,,294.9568477,43.0142991
K2-100 b,K2-100,2016,Transit,1.674,188.959,,,129.6010863,20.1060074
Kepler-107 d,Kepler-107,2014,Transit,7.9579290104,525.997,,,297.028162,48.2086019
K2-100 b,K2-100,2016,Transit,1.673847,188.959,3.6,,129.6010863,20.1060074
Kepler-1683 b,Kepler-1683,2020,Transit,15.03353729,733.143,,,298.4501035,44.2840193
Kepler-215 c,Kepler-215,2014,Transit,14.6673,485.997,1.57,792.0,294.9735313,45.2136867
Kepler-215 b,Kepler-215,2014,Transit,9.36059705,485.997,,,294.9735313,45.2136867
Kepler-142 c,Kepler-142,2014,Transit,4.761705259,548.686,2.78,1210.0,295.1190067,48.4813635
HIP 55507 b,HIP 55507,2022,Radial Velocity,5138.43727,25.4893,,,170.5227246,46.907803
Kepler-1946 b,Kepler-1946,2021,Transit,3.035208688,1002.12,3163.54,1143.0,282.3355387,42.8453417
Kepler-926 b,Kepler-926,2016,Transit,52.06878869,921.361,,,289.6793396,40.7004265
HD 7449 b,HD 7449,2011,Radial Velocity,1275.0,38.662,,,18.621465,-5.0479716
Kepler-515 b,Kepler-515,2016,Transit,19.96371318,,1.75,671.0,290.493913,52.055611
Kepler-1718 b,Kepler-1718,2021,Transit,135.1898,375.522,2.52,344.0,292.2349191,42.9094618
HIP 67522 b,HIP 67522,2020,Transit,6.959503,127.28,10.07,1174.0,207.526001,-40.8358961
Kepler-271 c,Kepler-271,2014,Transit,7.41086267,404.542,0.95,,283.0029316,44.284108
Kepler-682 b,Kepler-682,2016,Transit,12.611906672,1979.25,7.66,753.0,289.1122204,51.7373589
Kepler-1370 b,Kepler-1370,2016,Transit,20.2642023,1004.1,,,284.5656897,41.7784781
Kepler-1498 b,Kepler-1498,2016,Transit,48.0506878,,2.36,564.0,284.7780883,44.9167513
HR 858 d,HR 858,2019,Transit,11.230511,31.964,2.001,1061.0,42.9849779,-30.8140609
Kepler-728 b,Kepler-728,2016,Transit,5.743477265,1765.23,3.34,,291.0923621,45.1155087
OGLE-2018-BLG-0799L b,OGLE-2018-BLG-0799L,2022,Microlensing,,4050.0,,,273.459,-25.4857222
Kepler-106 c,Kepler-106,2014,Transit,13.57076622,444.322,2.387,,300.864006,44.3375497
Kepler-1057 b,Kepler-1057,2016,Transit,14.08826442,1201.82,,,297.4521311,41.5580816
Kepler-1476 b,Kepler-1476,2016,Transit,10.35863224,1002.74,1.8,860.0,284.5320743,43.9898971
Kepler-1578 b,Kepler-1578,2016,Transit,1.450886907,1064.05,1.24,1699.0,288.3021104,47.7756227
Kepler-497 b,Kepler-497,2016,Transit,3.573202801,1291.98,5.81,1210.0,290.7659557,38.9279468
Kepler-1034 b,Kepler-1034,2016,Transit,12.1240028335,654.549,,,286.1154093,37.9669464
HD 134606 b,HD 134606,2024,Radial Velocity,12.089,26.7909,,,228.8103897,-70.5203328
Kepler-654 b,Kepler-654,2016,Transit,,974.124,3.002,,297.0683931,46.8342497
Kepler-919 b,Kepler-919,2016,Transit,11.0459418441,1119.87,,,298.1147862,48.4943834
Kepler-800 b,Kepler-800,2016,Transit,14.13175309,1019.26,,,286.5747697,44.7951858
TIC 139270665 b,TIC 139270665,2024,Transit,23.624,189.875,7.22979255,703.0,124.0338967,33.2914532
Kepler-830 b,Kepler-830,2016,Transit,11.2969239773,,,,295.054238,42.7568316
Kepler-817 b,Kepler-817,2016,Transit,3.99010399,1484.46,,,296.0818498,39.161614
Kepler-1069 b,Kepler-1069,2016,Transit,,695.967,2.696,,290.9792378,47.9889097
K2-70 b,K2-70,2016,Transit,13.9782,232.964,2.69,,338.4759328,-10.0849917
Kepler-201 b,Kepler-201,2014,Transit,25.67212848,636.445,2.63,,293.626059,41.2728004
K2-336 b,K2-336,2021,Transit,21.1976,239.289,1.33,,133.8382032,16.7940663
Kepler-104 d,Kepler-104,2014,Transit,51.75529576,400.785,3.41,588.0,287.6046621,42.1665104
Kepler-1584 b,Kepler-1584,2016,Transit,13.3994287476,1416.31,,,287.7626791,43.2743929
Kepler-191 b,Kepler-191,2014,Transit,9.93962361,594.464,,,291.1833211,45.3230937
K2-68 b,K2-68,2016,Transit,8.05423,168.652,1.73,,334.0195539,-10.5673649
Kepler-373 c,Kepler-373,2014,Transit,16.7261969,1090.45,1.56,729.0,289.3879904,50.5970115
Kepler-1165 c,Kepler-1165,2021,Transit,29.96870041,1575.2,3.36093385,,286.9712284,44.7082669
Kepler-1317 b,Kepler-1317,2016,Transit,0.5688719526,728.303,,,291.6118842,42.1159787
Kepler-944 b,Kepler-944,2016,Transit,43.3167737,1349.43,2.46,463.0,293.6012911,42.379791
Kepler-1217 b,Kepler-1217,2016,Transit,2.032319072,1347.71,1.87,1542.0,289.1866841,50.9375614
Kepler-1645 b,Kepler-1645,2016,Transit,16.17803,1202.47,2.25,754.0,297.4795142,48.418582
Kepler-1254 d,Kepler-1254,2016,Transit,5.72716067,622.818,,,285.1733174,48.7700099
Kepler-1254 d,Kepler-1254,2016,Transit,5.7271670825,622.818,,,285.1733174,48.7700099
Kepler-446 d,Kepler-446,2015,Transit,5.14892826,96.339,,,282.2501047,44.921002
Kepler-308 b,Kepler-308,2014,Transit,9.69502544,1335.92,2.23,833.0,295.7852423,40.4395753
Kepler-291 b,Kepler-291,2014,Transit,3.54653414,1786.48,2.17,1212.0,287.9163029,42.4372666
Kepler-1522 b,Kepler-1522,2016,Transit,1.847889171,814.125,1.56,1383.0,289.8432347,52.0702094
HD 156668 b,HD 156668,2010,Radial Velocity,4.6426,24.3323,,,259.4183491,29.228161
Kepler-356 b,Kepler-356,2014,Transit,4.6126736,707.559,1.6,1294.0,292.4210998,37.6827919
HD 209458 b,HD 209458,1999,Radial Velocity,3.52474955,48.3016,,,330.7950219,18.8842419
Kepler-106 d,Kepler-106,2014,Transit,23.9802348,444.322,1.03,,300.864006,44.3375497
Kepler-769 c,Kepler-769,2016,Transit,,1169.57,1.516,,292.7130925,38.3581685
Kepler-208 e,Kepler-208,2014,Transit,16.2595097384,775.328,,,293.8901979,42.5279413
kap CrB b,kap CrB,2007,Radial Velocity,1208.0,30.0651,,,237.8080012,35.6558818
Kepler-200 c,Kepler-200,2014,Transit,10.22214214,665.912,1.99,987.0,284.4099503,41.2374928
Kepler-929 b,Kepler-929,2016,Transit,0.9210167252,1311.23,,,298.4811022,41.6152603
HD 48265 b,HD 48265,2008,Radial Velocity,762.0,90.5446,,,100.0073683,-48.5418284
Kepler-1775 b,Kepler-1775,2021,Transit,85.6542476,657.023,3.56,522.0,286.4023452,38.7385674
WASP-141 b,WASP-141,2016,Transit,3.310667,516.543,,,71.8244347,-17.1151736
Kepler-286 d,Kepler-286,2014,Transit,5.9142668,1226.85,1.31,919.0,290.6761874,48.2942362
Kepler-283 c,Kepler-283,2014,Transit,92.749023,468.094,38.67,321.0,293.6137413,47.838938
HATS-5 b,HATS-5,2014,Transit,4.76338959,246.384,,,67.2228465,-21.4820568
Kepler-589 b,Kepler-589,2016,Transit,16.54964934,612.803,2.52,656.0,280.6414331,47.7520581
Kepler-500 b,Kepler-500,2016,Transit,8.508403512,807.48,,,295.9513472,43.8519884
Kepler-842 b,Kepler-842,2016,Transit,1.21956827,532.726,1.58,1264.0,292.3285976,49.6535171
Kepler-1282 b,Kepler-1282,2016,Transit,2.131945045,1103.29,1.66,1418.0,290.1761688,46.6983036
Kepler-773 b,Kepler-773,2016,Transit,3.749103,547.026,1.57,1196.0,290.8846217,38.0575539
Kepler-1218 b,Kepler-1218,2016,Transit,22.9229582451,840.503,,,291.5788505,44.5316825
Kepler-1605 b,Kepler-1605,2016,Transit,85.7565495,546.23,2.635,,287.1349405,47.4886251
TrES-2 b,TrES-2,2006,Transit,2.47063,215.32,14.258,,286.8085258,49.3164211
TOI-2202 b,TOI-2202,2021,Transit,11.9126075,235.933,10.95117414,,51.2284214,-73.9575458
TOI-4087 b,TOI-4087,2023,Transit,3.1774835,301.676,13.04725353,1458.0,217.9257785,83.3727061
Kepler-254 c,Kepler-254,2014,Transit,12.41217869,1389.48,2.28,764.0,288.1646541,45.8164257
Kepler-932 b,Kepler-932,2016,Transit,,465.612,1.718,,296.9520797,43.2720233
Kepler-632 b,Kepler-632,2016,Transit,30.99660733,,2.42,524.0,297.252613,40.288605
Kepler-150 e,Kepler-150,2014,Transit,30.8264713,891.092,2.734,,288.2341025,40.520897
Kepler-520 c,Kepler-520,2016,Transit,5.21104261,623.901,1.05,1104.0,293.1802903,41.6177408
Kepler-133 c,Kepler-133,2014,Transit,31.5178011853,653.6,,,297.2778906,48.3203542
Kepler-1513 b,Kepler-1513,2016,Transit,160.8842,349.247,8.594,,289.7917561,39.2852655
HAT-P-45 b,HAT-P-45,2014,Transit,3.12899506,298.64,,,274.3732697,-3.3810594
Kepler-370 b,Kepler-370,2014,Transit,4.57948235,1167.94,,,292.1710683,40.9162381
K2-123 b,K2-123,2017,Transit,30.953,161.555,,,134.4441404,21.4532748
Kepler-1181 b,Kepler-1181,2016,Transit,4.89343316,938.417,,,289.7473165,39.5234131
WASP-145 A b,WASP-145 A,2018,Transit,1.76903814,91.299,,,322.2537644,-58.8361466
CoRoT-17 b,CoRoT-17,2011,Transit,3.7681,1176.12,11.43318,,278.699236,-6.612288
HD 85390 b,HD 85390,2009,Radial Velocity,799.52,33.5225,,,147.5105663,-49.7905254
Kepler-1136 b,Kepler-1136,2016,Transit,2.361724329,491.406,1.54,922.0,284.1078441,44.2458047
Kepler-113 b,Kepler-113,2014,Transit,4.75400115,262.351,1.9,770.0,287.9978721,50.9441847
Kepler-194 b,Kepler-194,2014,Transit,2.092269993,1097.97,1.48,1514.0,291.971429,47.8640498
Kepler-621 b,Kepler-621,2016,Transit,2.628113746,,1.9,738.0,290.927245,39.9141166
KMT-2017-BLG-0165L b,KMT-2017-BLG-0165L,2018,Microlensing,,,,,269.6496667,-28.1336694
Kepler-9 d,Kepler-9,2010,Transit,1.59295975,628.257,1.48,1517.0,285.5739904,38.4008192
K2-5 c,K2-5,2015,Transit,10.93406,202.943,1.92,511.0,169.3034598,-1.8778254
Kepler-437 b,Kepler-437,2015,Transit,66.65056819,,,,297.3473326,44.0269249
Kepler-1027 b,Kepler-1027,2016,Transit,1.907810683,405.104,,,287.5711746,42.8138159
Kepler-343 c,Kepler-343,2014,Transit,23.2218126383,927.193,,,291.960662,42.4329567
Kepler-323 c,Kepler-323,2014,Transit,3.5538229,454.883,1.57,1431.0,291.3822988,38.1274595
K2-157 c,K2-157,2025,Radial Velocity,25.942,298.373,,587.0,183.7514959,-5.7820178
HD 76700 b,HD 76700,2002,Radial Velocity,3.97097,60.8831,,,133.4782248,-66.8004747
Kepler-838 b,Kepler-838,2016,Transit,15.74958583,1104.04,,,285.4354695,45.975959
HD 8673 b,HD 8673,2009,Radial Velocity,1634.0,37.8619,,,21.5378455,34.5793389
WASP-2 b,WASP-2,2007,Transit,2.152175,153.242,12.116929,1311.0,307.7255587,6.4293305
TOI-2076 d,TOI-2076,2021,Transit,35.1257472,41.9091,3.17021,388.0,217.3920159,39.7903991
Kepler-20 f,Kepler-20,2011,Transit,19.5776073,282.563,0.9,628.0,287.6979913,42.3385782
K2-386 b,K2-386,2022,Transit,7.47331,428.785,2.74,,18.2999964,7.0130302
Kepler-1211 b,Kepler-1211,2016,Transit,11.01816836,1826.53,2.69,840.0,285.7207618,40.8569116
Kepler-1235 b,Kepler-1235,2016,Transit,4.16055856,540.604,0.79,,284.9030677,43.9540616
Kepler-1964 b,Kepler-1964,2021,Transit,2.440836404,,14.68,997.0,297.0588033,49.4784362
Kepler-519 b,Kepler-519,2016,Transit,24.3078946,246.61,2.1,,299.3196708,41.3847447
K2-318 b,K2-318,2020,Transit,7.01,147.866,1.66,456.0,232.4461375,-17.557463
HATS-72 b,HATS-72,2020,Transit,7.327945,127.589,9.49027,697.0,339.0258401,-17.0003046
Kepler-1249 b,Kepler-1249,2016,Transit,24.3344939,1904.54,1.74,647.0,296.8948517,44.3717429
Kepler-1552 b,Kepler-1552,2016,Transit,184.77028256,769.096,,,291.6768669,38.8749152
K2-123 b,K2-123,2017,Transit,30.96028326,161.555,,,134.4441404,21.4532748
OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,2020,Microlensing,,6320.0,,,273.003083,-25.7116111
Kepler-532 b,Kepler-532,2016,Transit,12.92491623,312.798,2.62,642.0,298.6609094,48.6063022
Kepler-928 b,Kepler-928,2016,Transit,,508.809,1.416,,289.920676,41.5427758
Kepler-104 b,Kepler-104,2014,Transit,11.427550984,400.785,,,287.6046621,42.1665104
Kepler-341 c,Kepler-341,2014,Transit,8.0103205994,1047.03,,,289.8615609,43.4727412
Kepler-351 b,Kepler-351,2014,Transit,37.05489764,1083.91,,,286.4527949,42.6577891
Kepler-1849 b,Kepler-1849,2021,Transit,57.29373924,631.884,,,285.29193,41.2557275
Kepler-288 c,Kepler-288,2014,Transit,19.30572737,1194.15,,,288.9163997,39.5947523
Kepler-1877 b,Kepler-1877,2021,Transit,2.37752807,285.312,0.48,1227.0,294.866924,46.7904816
Kepler-213 c,Kepler-213,2014,Transit,4.82297735,634.939,1.85,,290.8241931,44.6472832
Kepler-1587 b,Kepler-1587,2016,Transit,9.4060467,1026.48,1.32,981.0,292.6777294,49.6638666
HD 13908 b,HD 13908,2013,Radial Velocity,19.382,79.5515,,,34.5609102,65.5941901
KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L,2023,Microlensing,,5400.0,,,271.38525,-28.4902806
Kepler-182 b,Kepler-182,2014,Transit,,1549.09,3.358,,289.8301128,50.5862025
Kepler-237 b,Kepler-237,2014,Transit,4.715106,657.822,1.41,,283.2213438,40.421762
Kepler-1298 b,Kepler-1298,2016,Transit,7.12806885,544.163,,,284.4227535,49.1061907
Kepler-1619 b,Kepler-1619,2016,Transit,23.6225913,734.85,0.76,679.0,285.703595,44.4221528
Kepler-1312 b,Kepler-1312,2016,Transit,5.448321078,299.104,2.17,978.0,292.9712801,41.0357494
Kepler-1006 b,Kepler-1006,2016,Transit,19.76176209,,,,295.7542063,42.5373065
Kepler-645 b,Kepler-645,2016,Transit,3.2758187162,1173.57,,,290.3227098,44.0358625
Kepler-20 f,Kepler-20,2011,Transit,19.5776286,282.563,0.99,628.0,287.6979913,42.3385782
Kepler-422 b,Kepler-422,2014,Transit,7.8914489581,722.795,,,282.6296334,46.3232807
HR 8799 d,HR 8799,2008,Imaging,41627.54,41.2441,,,346.8701486,21.1340376
Kepler-200 c,Kepler-200,2014,Transit,10.222157,665.912,1.59,,284.4099503,41.2374928
K2-237 b,K2-237,2018,Transit,2.18053332,314.995,16.06246934,1759.0,253.7688479,-28.7105836
Kepler-1046 b,Kepler-1046,2016,Transit,14.37517,721.534,1.39,747.0,296.7558056,46.9982799
Kepler-144 c,Kepler-144,2014,Transit,10.104648,384.917,1.26,959.0,281.9156128,42.7755535
Kepler-67 b,Kepler-67,2013,Transit,15.72589064,1131.19,,,294.1533505,46.1663976
Kepler-203 b,Kepler-203,2014,Transit,3.162691238,703.302,2.29,1234.0,297.089959,41.3880686
Kepler-179 c,Kepler-179,2014,Transit,6.400147394,605.68,2.26,807.0,298.6636163,47.7619329
HD 95089 b,HD 95089,2009,Radial Velocity,464.4,136.957,,,164.698748,1.7290087
Kepler-62 f,Kepler-62,2013,Transit,267.282521,300.874,1.43,207.0,283.2125621,45.3496992
Kepler-580 b,Kepler-580,2016,Transit,8.222419656,323.899,2.57,,283.4997537,40.5528053
Kepler-633 c,Kepler-633,2021,Transit,23.783247,680.54,2.45,853.0,295.2173259,40.5921599
TOI-3714 b,TOI-3714,2022,Transit,2.15484802,112.71,11.14172682,764.0,69.5523415,39.4580035
Kepler-845 b,Kepler-845,2016,Transit,0.927859786,431.051,,,290.9576363,49.2037262
Kepler-1272 b,Kepler-1272,2016,Transit,51.13163246,1206.37,,,285.2197605,38.8058393
Kepler-1259 b,Kepler-1259,2016,Transit,0.6630865124,805.562,,,297.8414628,46.9676288
Kepler-183 b,Kepler-183,2014,Transit,5.68799383,1050.64,,,293.5308112,39.3159329
Kepler-777 b,Kepler-777,2016,Transit,5.72812599,443.106,1.47,,282.7241098,44.3465098
Kepler-601 b,Kepler-601,2016,Transit,5.378868001,414.825,,,282.0046852,42.1764657
Kepler-313 b,Kepler-313,2014,Transit,14.9702081,,2.682,,298.2948708,48.7754
OGLE-2018-BLG-1212L b,OGLE-2018-BLG-1212L,2022,Microlensing,,1550.0,,,271.077625,-28.1940833
Kepler-924 b,Kepler-924,2016,Transit,61.0373591,1053.04,,,290.6685136,40.3977086
HD 204313 b,HD 204313,2010,Radial Velocity,1920.1,47.7945,,,322.0510568,-21.7274194
Kepler-341 d,Kepler-341,2014,Transit,27.6666375,1047.03,,,289.8615609,43.4727412
Kepler-298 d,Kepler-298,2014,Transit,77.4740991,518.204,2.63,277.0,283.0398448,48.8253303
Kepler-1626 b,Kepler-1626,2016,Transit,4.1395268065,1368.83,,,296.5004384,40.7212069
Kepler-14 b,Kepler-14,2011,Transit,6.79009811134,,9.75484809,1192.26,287.708814,47.33305
55 Cnc c,55 Cnc,2004,Radial Velocity,43.93,12.5855,,,133.1468373,28.3298154
CoRoT-2 b,CoRoT-2,2008,Transit,1.7429964,213.283,16.42116,,291.7770457,1.3836634
Kepler-1211 b,Kepler-1211,2016,Transit,11.01816836,1826.53,2.55,,285.7207618,40.8569116
Kepler-256 c,Kepler-256,2014,Transit,3.388011854,1026.43,2.1,,292.58042,46.0973588
Kepler-92 b,Kepler-92,2013,Transit,13.7488298257,477.992,,,289.0860607,41.5630224
HD 34445 c,HD 34445,2017,Radial Velocity,214.67,46.0907,,,79.4207483,7.3527156
Kepler-536 b,Kepler-536,2016,Transit,1.82708193,462.322,,,297.7363605,49.637101
Kepler-1567 b,Kepler-1567,2016,Transit,153.979362,1206.11,2.53,330.0,286.695153,40.2918894
Kepler-652 b,Kepler-652,2016,Transit,4.182002531,394.55,2.57,1022.0,288.0080899,46.4736108
Kepler-1924 b,Kepler-1924,2021,Transit,15.3317719,1910.77,,,293.767386,42.8291562
KELT-20 b,KELT-20,2017,Transit,3.4741085,136.426,19.514869,2262.0,294.6614126,31.2192001
Kepler-337 c,Kepler-337,2014,Transit,9.693201,677.975,2.05,,290.0605123,47.1639533
TOI-4479 b,TOI-4479,2022,Transit,1.15890129424,80.6532,2.68297219,781.57,316.0969388,24.6536739
Kepler-1137 b,Kepler-1137,2016,Transit,23.9210791,921.778,2.23,980.0,287.1302407,48.665347
Kepler-544 b,Kepler-544,2016,Transit,21.41616926,963.18,2.02,743.0,294.0290734,39.0517893
HD 128311 b,HD 128311,2002,Radial Velocity,422.0,16.3292,,,219.0032292,9.7454368
Kepler-1016 b,Kepler-1016,2016,Transit,,1402.82,2.447,,294.613689,45.9846265
WASP-77 A b,WASP-77 A,2012,Transit,1.36002869,105.166,,,37.1555223,-7.0606675
WASP-131 b,WASP-131,2016,Transit,5.322012,200.075,,,210.1935714,-30.5836084
Kepler-394 c,Kepler-394,2014,Transit,12.13070414,1058.72,,,296.3019792,50.6723115
KMT-2023-BLG-0735L b,KMT-2023-BLG-0735L,2024,Microlensing,,6390.0,,,267.5759583,-29.2029194
Kepler-165 b,Kepler-165,2014,Transit,8.18086953,560.885,2.404,,280.69092,47.8096702
Kepler-464 b,Kepler-464,2016,Transit,7.256962446,667.604,3.53,1163.0,294.8351052,48.9823204
Kepler-1772 b,Kepler-1772,2021,Transit,3.215106337,871.564,2.244,,289.4381201,39.2703594
Kepler-1642 b,Kepler-1642,2016,Transit,12.2064304,413.873,5.41,895.0,297.2121215,43.643789
HD 28185 b,HD 28185,2001,Radial Velocity,385.9,39.3809,,,66.6100461,-10.5510754
Kepler-489 b,Kepler-489,2016,Transit,17.2763008492,369.645,,,290.8332412,38.1841851
Kepler-370 c,Kepler-370,2014,Transit,19.023152,1167.94,1.91,649.0,292.1710683,40.9162381
Kepler-920 b,Kepler-920,2016,Transit,6.53192704,1001.68,2.57,902.0,284.2969363,49.1585983
Kepler-1300 b,Kepler-1300,2016,Transit,22.2420032,777.025,2.04,954.0,289.0330532,40.0869182
Kepler-244 d,Kepler-244,2014,Transit,20.05018325,1036.49,,,287.242641,42.3014185
Kepler-196 b,Kepler-196,2014,Transit,20.7398916559,451.312,,,284.9685077,42.0791214
Kepler-463 b,Kepler-463,2016,Transit,8.981016833,394.804,3.62,,298.9368228,44.8578644
Kepler-1714 b,Kepler-1714,2021,Transit,10.27530003,409.46,3.26437302,,293.7164655,46.2266878
TOI-2498 b,TOI-2498,2023,Transit,3.738252,275.265,6.06,1443.0,95.4162204,11.2516477
Kepler-1201 b,Kepler-1201,2016,Transit,15.18701,944.241,1.91,805.0,294.6147908,40.8331158
Kepler-1894 c,Kepler-1894,2023,Transit,5.053618,935.191,1.17,982.0,295.5864604,49.6668523
Kepler-633 c,Kepler-633,2021,Transit,23.783247,680.54,2.45,853.0,295.2173259,40.5921599
WASP-6 b,WASP-6,2009,Transit,3.36100239,197.119,13.719816,,348.1571282,-22.6741248
Kepler-659 b,Kepler-659,2016,Transit,17.671796,722.64,2.33,516.0,287.6081777,47.5096893
Kepler-208 e,Kepler-208,2014,Transit,16.2596374,775.328,,,293.8901979,42.5279413
NGTS-9 b,NGTS-9,2019,Transit,4.4352884,609.128,11.21102312,1365.12,141.9206435,-19.3476477
Kepler-1508 b,Kepler-1508,2016,Transit,20.7057153,1260.28,,,298.1188802,40.3750316
Kepler-928 b,Kepler-928,2016,Transit,3.932461302,508.809,1.59,,289.920676,41.5427758
K2-375 b,K2-375,2022,Transit,14.443,696.1,,,130.5013137,20.3593003
Kepler-150 e,Kepler-150,2014,Transit,30.8264713,891.092,2.95,572.0,288.2341025,40.520897
Kepler-142 b,Kepler-142,2014,Transit,2.024143568,548.686,,,295.1190067,48.4813635
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,2019,Microlensing,,6000.0,,,266.170917,-25.1430306
Kepler-265 c,Kepler-265,2014,Transit,,1280.25,2.321,,290.5104788,41.244743
K2-35 c,K2-35,2016,Transit,5.60906,252.596,1.69,,170.1031027,1.2858679
TOI-4329 b,TOI-4329,2022,Transit,2.9223,717.128,16.81347105,,329.5639152,71.1316048
Kepler-784 c,Kepler-784,2023,Transit,17.157236,1303.72,1.55,844.0,295.9206663,47.4486164
Kepler-724 b,Kepler-724,2016,Transit,3.314947362,853.119,3.94,1155.0,293.4548441,44.7927823
HD 17156 b,HD 17156,2007,Radial Velocity,21.216464,78.0863,13.1431,581.0,42.4366123,71.7530882
Kepler-1674 b,Kepler-1674,2020,Transit,62.56160747,1012.48,,,294.8160447,45.3060844
Kepler-940 b,Kepler-940,2016,Transit,59.6220946208,1260.78,,,294.2413053,47.2759642
Kepler-1564 b,Kepler-1564,2016,Transit,18.0540381,908.805,1.39,623.0,290.5861316,46.6427486
HD 189733 b,HD 189733,2005,Radial Velocity,2.22,19.7638,12.77826,1200.0,300.1821223,22.7097759
Kepler-942 b,Kepler-942,2016,Transit,44.96417488,216.354,2.02,367.0,294.9550809,44.1499518
Kepler-491 b,Kepler-491,2016,Transit,4.225384512,630.785,9.16,1118.0,287.1305782,42.3501533
Kepler-394 d,Kepler-394,2021,Transit,5.61357629,1058.72,1.5,1197.0,296.3019792,50.6723115
K2-123 b,K2-123,2017,Transit,30.954,161.555,3.07,,134.4441404,21.4532748
Kepler-360 c,Kepler-360,2014,Transit,7.1864526,876.044,2.11,998.0,286.2847077,44.7815817
Kepler-77 b,Kepler-77,2013,Transit,3.578780551,639.411,10.518,,289.6079433,44.3454347
Kepler-1470 b,Kepler-1470,2016,Transit,16.2950903,590.601,1.18,581.0,288.6949475,39.8830802
Kepler-1621 b,Kepler-1621,2016,Transit,,1631.66,2.456,,297.5885341,43.8411937
Kepler-169 e,Kepler-169,2014,Transit,13.76708539,406.529,2.75,678.0,285.9999204,40.9193822
Kepler-964 b,Kepler-964,2016,Transit,13.52252364,454.626,,,295.300065,40.5565792
HD 86264 b,HD 86264,2009,Radial Velocity,1475.0,67.8107,,,149.2409308,-15.8953993
Kepler-203 b,Kepler-203,2014,Transit,,703.302,2.508,,297.089959,41.3880686
WASP-197 b,WASP-197,2025,Transit,5.167228,483.675,14.44837612,1665.0,160.6307133,28.1986255
Kepler-1259 b,Kepler-1259,2016,Transit,0.663085361,805.562,1.6,1681.0,297.8414628,46.9676288
Kepler-1279 b,Kepler-1279,2016,Transit,23.4774101,1494.22,1.75,,288.0955917,40.365909
HD 149026 b,HD 149026,2005,Radial Velocity,2.87589,75.8643,8.29466,,247.6229827,38.3475349
Kepler-1438 b,Kepler-1438,2016,Transit,2.31942009,1154.13,0.94,,289.289819,40.6816262
Kepler-69 c,Kepler-69,2013,Transit,242.46712,730.625,1.74,286.0,293.2609013,44.8688656
Kepler-569 b,Kepler-569,2016,Transit,34.18883069,638.301,,,283.507219,48.552633
Kepler-332 b,Kepler-332,2014,Transit,7.6263245412,344.19,,,286.6627811,47.4136938
Kepler-168 b,Kepler-168,2014,Transit,,1343.6,1.854,,294.7101832,39.8250437
Kepler-873 b,Kepler-873,2016,Transit,20.5533844,1182.22,3.32,753.0,296.4031319,51.2712773
Kepler-1765 b,Kepler-1765,2021,Transit,10.41890782,764.456,2.82,855.0,298.0144601,42.9574314
Kepler-192 c,Kepler-192,2014,Transit,21.22341,651.674,2.08,572.0,287.9179379,45.5928829
Kepler-507 b,Kepler-507,2016,Transit,3.568096926,391.644,1.22,1345.0,297.0188074,50.409046
Kepler-257 c,Kepler-257,2014,Transit,6.581484,780.256,5.41,,297.3159994,46.0232642
Kepler-351 d,Kepler-351,2016,Transit,142.545,1083.91,,,286.4527949,42.6577891
EPIC 220674823 c,EPIC 220674823,2016,Transit,13.338687,244.59,2.8,,13.0800239,10.7947051
Kepler-1431 b,Kepler-1431,2016,Transit,5.866033,1623.24,1.59,1043.0,292.6583919,49.8651522
Kepler-249 d,Kepler-249,2014,Transit,15.36843606,190.401,1.08,,296.9853002,43.6586043
WASP-187 b,WASP-187,2020,Transit,5.147878,371.414,18.38276,,17.47474,25.6816494
